0
COLLEGE/ UNIVERSITY NAME
B M SPURR SCHOOL OF PRACTICAL NURSING
BABSON COLLEGE
BACKSTER SCHOOL OF LIE DETECTION DBA BACKSTER ASSC
BACONE COLLEGE
BAHNER COLLEGE OF HAIRSTYLING-FREMONT
BAILEYS BARBER COLLEGE
BAINBRIDGE COLLEGE
BAIS BINYOMIN ACADEMY
BAIS MEDRASH ELYON
BAKER COLLEGE CENTER FOR GRADUATE STUDIES
BAKER COLLEGE CORPORATE SERVICES
BAKER COLLEGE OF AUBURN HILLS
BAKER COLLEGE OF CADILLAC
BAKER COLLEGE OF FLINT
BAKER COLLEGE OF JACKSON
BAKER COLLEGE OF MOUNT CLEMENS
BAKER COLLEGE OF MUSKEGON
BAKER COLLEGE OF OWOSSO
BAKER COLLEGE OF PORT HURON
BAKER UNIVERSITY COLLEGE OF ARTS AND SCIENCES
BAKER UNIVERSITY SCH OF PROF AND GRAD STUDIES-SPGS
BAKER UNIVERSITY SCHOOL OF NURSING
BAKERS SCHOOL OF LOCKSMITHING
BAKERSFIELD COLLEGE
BALDWIN BEAUTY SCHOOL
BALDWIN BEAUTY SCHOOL 5
BALDWIN-WALLACE COLLEGE
BALL MEMORIAL HOSPITAL SCHOOL OF RADIOLOGIC TECHN
BALL STATE UNIVERSITY
BALTIMORE CITY COMMUNITY COLLEGE
BALTIMORE HEBREW UNIVERSITY
BALTIMORE INTERNATIONAL COLLEGE
BALTIMORE SCHOOL OF DOG GROOMING
BALTIMORE SCHOOL OF MASSAGE
BALTIMORE STUDIO OF HAIR DESIGN
BANCROFT SCHOOL OF MASSAGE THERAPY
BANGOR THEOLOGICAL SEMINARY
BANGOR THEOLOGICAL SEMINARY
BANK STREET COLLEGE OF EDUCATION
BANNOW FLORAL SCHOOL INC
BAPTIST BIBLE COLLEGE
BAPTIST BIBLE COLLEGE AND SEMINARY
BAPTIST BIBLE COLLEGE EAST
BAPTIST FELLOWSHIP BIBLE COLLEGE OF TAMPA
BAPTIST HEALTH SCHOOLS OF NURSING AND ALLIED HLTH
BAPTIST HEALTH SYSTEM
BAPTIST MEDICAL CENTER
BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES
BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEM
BAPTIST THEOLOGICAL SEMINARY AT RICHMOND
BARAN INSTITUTE OF TECHNOLOGY
BARAN INSTITUTE OF TECHNOLOGY
BARAT COLLEGE
BARBER COLLEGE AND HAIRSTYLING SCHOOL 2
BARBER STYLING INSTITUTE
BARBER-SCOTIA COLLEGE
BARBIZON CLAYTON
BARBIZON MODELING OF ALBANY
BARBIZON OF DELAWARE INC
BARBIZON SCHOOL OF MICHIGAN
BARBIZON SCHOOL OF MODELING
BARBIZON SCHOOL OF MODELING-WILKES-BARRE
BARCLAY COLLEGE
BARD COLLEGE
BARNARD COLLEGE
BARNEY FLETCHER SCHOOL-ATLANTA INST OF REAL ESTATE
BARRETT AND COMPANY SCHOOL OF HAIR DESIGN
BARRY UNIVERSITY
BARSTOW ACADEMY OF BEAUTY
BARSTOW COLLEGE
BARTENDERS ACADEMY INC
BARTENDING ACADEMY
BARTLESVILLE WESLEYAN COLLEGE
BARTON COLLEGE
BARTON COUNTY COMMUNITY COLLEGE
BARTON S COLLEGE OF COSMETOLOGY
BASTROP BEAUTY SCHOOL INC
BASTYR UNIVERSITY
BATAVIA SCHOOL OF DRAFTING
BATES COLLEGE
BATES TECHNICAL COLLEGE
BATON ROUGE COLLEGE
BATON ROUGE COMMUNITY COLLEGE
BATON ROUGE GENERAL MEDICAL CENTER SCHOOL OF NURS
BATON ROUGE GENERAL MEDICAL CENTER-RADIOLOGIC TECH
BATON ROUGE SCHOOL OF COMPUTERS
BAUDER COLLEGE
BAY CITIES BIBLE INSTITUTE
BAY DE NOC COMMUNITY COLLEGE
BAY MILLS COMMUNITY COLLEGE
BAY PATH COLLEGE
BAY RIDGE CHRISTIAN COLLEGE
BAY STATE COLLEGE
BAY STATE SCHOOL OF TECHNOLOGY
BAY VISTA COLLEGE OF BEAUTY
BAYAMON CENTRAL UNIVERSITY
BAYLOR COLLEGE OF MEDICINE
BAYLOR UNIVERSITY
BAYLOR UNIVERSITY MEDICAL CENTER-SCH OF RAD TECHN
BAYONNE HOSPITAL SCHOOL OF NURSING
BAYSHIRE ACADEMY OF BEAUTY CRAFT INC
BAYSTATE MEDICAL CENTER-SCHOOL OF NURSE MIDWIFERY
BEACON CAREER INSTITUTE INCORPORATED
BEACON COLLEGE
BEACON COLLEGE
BEAL COLLEGE
BEALLE SCHOOL OF REAL ESTATE
