0
COLLEGE/ UNIVERSITY NAME
U S  SCHOOLS
U S BROKERS INSTITUTE INC
U S INTERNATIONAL UNIVERSITY
U S SCUBA INSTRUCTOR DEVELOPMENT CENTER
UINTAH BASIN APPLIED TECHNOLOGY CENTER
UKIAH BEAUTY COLLEGE
ULSTER COUNTY BOCES SCHOOL OF PRACTICAL NURSING
ULTIMA COLLEGE OF COSMETOLOGY
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
ULTRASOUND DIAGNOSTIC SCHOOL
UMPQUA COMMUNITY COLLEGE
UNDERGRADUATE SCHOOL OF COSMETOLOGY
UNIFICATION THEOLOGICAL SEMINARY
UNION BAPTIST THEOLOGICAL SEMINARY
UNION COLLEGE
UNION COLLEGE
UNION COLLEGE
UNION COLLEGE OF CALIFORNIA
UNION COLLEGE-BENNETT CENTER
UNION COUNTY COLLEGE
UNION COUNTY VOCATIONAL TECHNICAL SCHOOL
UNION SPECIAL CORPORATION TECHNICAL TRAINING CTR
UNION THEOLOGICAL SEMINARY
UNION THEOLOGICAL SEMINARY AND PRESBYTERIAN SCHOOL
UNION UNIVERSITY
UNITEC
UNITED ACADEMY OF BEAUTY
UNITED ARTIST BEAUTY COLLEGE
UNITED BIBLE COLLEGE AND SEMINARY
UNITED BIBLE INSTITUTE OF UNITED THEOLOGICAL SEM
UNITED EDUCATION AND COMPUTER COLLEGE
UNITED EDUCATION INSTITUTE-HUNTINGTON PARK CAMPUS
UNITED EDUCATION INSTITUTE-LOS ANGELES CAMPUS
UNITED EDUCATION INSTITUTE-ONTARIO CAMPUS
UNITED EDUCATION INSTITUTE-SAN BERNARDINO CAMPUS
UNITED EDUCATION INSTITUTE-SAN DIEGO CAMPUS
UNITED EDUCATION INSTITUTE-VAN NUYS CAMPUS
UNITED HOSPITAL CENTER SCHOOL OF RADIOLOGIC TECHN
UNITED STATES AIR FORCE ACADEMY
UNITED STATES COAST GUARD ACADEMY
UNITED STATES DENTAL INSTITUTE
UNITED STATES INSTITUTE OF CAREERS
UNITED STATES MERCHANT MARINE ACADEMY
UNITED STATES MILITARY ACADEMY
UNITED STATES NATIONAL TENNIS ACADEMY
UNITED STATES NAVAL ACADEMY
UNITED STATES OPEN UNIVERSITY
UNITED STATES SPORTS ACADEMY
UNITED STATES TRUCK DRIVING SCHOOL
UNITED STATES TRUCK DRIVING SCHOOL
UNITED STATES TRUCK DRIVING SCHOOL INC
UNITED STATES TRUCK DRIVING SCHOOL INC
UNITED TALMUDICAL SEMINARY
UNITED THEOLOGICAL SEMINARY
UNITED THEOLOGICAL SEMINARY
UNITED TRIBES TECHNICAL COLLEGE
UNITED TRUCK DRIVING
UNITY COLLEGE
UNIV OF THE DIST OF COL DAVID A CLARKE SCH OF LAW
UNIVERSAL BUSINESS MEDIA SCHOOL
UNIVERSAL CAREER COUNSELING CENTERS
UNIVERSAL COLLEGE OF BEAUTY
