0
COLLEGE/ UNIVERSITY NAME
ICC TECHNICAL INSTITUTE
ICM SCHOOL OF BUSINESS AND MEDICAL CAREERS
ICPR JUNIOR COLLEGE-ARECIBO
ICPR JUNIOR COLLEGE-GENERAL INSTITUTIONAL
ICPR JUNIOR COLLEGE-MAYAGUEZ
ICS THE WRIGHT BEAUTY COLLEGE
ICT SCHOOL OF WELDING
ICU
IDAHO SCHOOL OF MASSAGE THERAPY
IDAHO STATE UNIVERSITY
IDEAL BEAUTY ACADEMY
IHM HEALTH STUDIES CENTER
ILA POLYTECHNIC INSTITUTE
ILIFF SCHOOL OF THEOLOGY
ILISAGVIK COLLEGE
ILLINOIS ACADEMY OF REAL ESTATE
ILLINOIS ACADEMY OF REAL ESTATE-TOM BRINKOETTER CO
ILLINOIS BAPTIST COLLEGE
ILLINOIS CENTER FOR BROADCASTING
ILLINOIS CENTRAL COLLEGE
ILLINOIS COLLEGE
ILLINOIS COLLEGE OF OPTOMETRY
ILLINOIS EASTERN COMMUNITY COLL-FRONTIER COMM COLL
ILLINOIS EASTERN COMMUNITY COLLS-LINCOLN TR COLL
ILLINOIS EASTERN COMMUNITY COLLS-OLNEY CTRL COLL
ILLINOIS EASTERN COMMUNITY COLLS-WABASH VLY COLL
ILLINOIS INSTITUTE OF TECHNOLOGY
ILLINOIS SCHOOL OF HEALTH CAREERS
ILLINOIS SCHOOL OF PROFESSIONAL PSYCHOLOGY-CHICAGO
ILLINOIS SCHOOL OF PROFESSIONAL PSYCHOLOGY-MEADOWS
ILLINOIS STATE UNIVERSITY
ILLINOIS VALLEY COMMUNITY COLLEGE
ILLINOIS WESLEYAN UNIVERSITY
IMAGE MAKER SCHOOL OF HAIR DESIGN
IMI BIBLE COLLEGE SEMINARY
IMMACULATA COLLEGE
IMMACULATE HEART COLLEGE CENTER
IMMANUEL BAPTIST THEOLOGICAL SEM AND BIBLE COLL
IMMANUEL LUTHERAN COLLEGE
IMPERIAL TRAVEL INSTITUTE
IMPERIAL TRUCK DRIVING SCHOOL
IMPERIAL VALLEY COLLEGE
INDEPENDENCE COLLEGE OF COSMETOLOGY
INDEPENDENCE COMMUNITY COLLEGE
INDEPENDENT BARBER COLLEGE
INDIAN CAPITAL TECHNOLOGY CENTER-MUSKOGEE
INDIAN CAPITAL TECHNOLOGY CENTER-SALLISAW
INDIAN CAPITAL TECHNOLOGY CENTER-STILWELL
INDIAN CAPITAL TECHNOLOGY CENTER-TAHLEQUAH
INDIAN HILLS COMMUNITY COLLEGE
INDIAN RIVER BEAUTY ACADEMY
INDIAN RIVER COMMUNITY COLLEGE
INDIANA BARBER COLLEGE
INDIANA BIBLE COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE
INDIANA BUSINESS COLLEGE-FT WAYNE
INDIANA CHRISTIAN UNIVERSITY
INDIANA COLLEGE OF COMMERCE
INDIANA COSMETOLOGY ACADEMY
